eid,cid,et,tp,id
"2679566650718","7154946076700","Bodily Injury","13384.87","11/06/2023"
"279838215287","4844913813726","Bodily Injury","49774.50","09/06/2023"
"3527880187776","3208852210375","Vehicle","2095.93","10/06/2023"
"1557673207727","9125971036729","Bodily Injury","27426.43","09/06/2023"
"6592757686021","4547184772036",,"10700.22","09/06/2023"
"3271169138433","7140489202104","Vehicle","36222.31","10/06/2023"
"4889813569100","6753067669754",,"3183.17","11/06/2023"
"7512925739035","6569010092203","Bodily Injury","27001.40","10/06/2023"
"7137300646925","2272447210545","Property","24440.59","10/06/2023"
"4633268361380","4313230691153","Bodily Injury","43339.56","09/06/2023"
"1726648143768","4809476655351","Bodily Injury","16624.05","11/06/2023"
"5794518444987","7994511562356","Vehicle","11147.96","11/06/2023"
"5470686178194","9972000102842","Vehicle","1417.92","09/06/2023"
"6826352303008","1187980053839","Vehicle","33899.78","09/06/2023"
"7724994884778","7304870281829","Bodily Injury","25633.94","09/06/2023"
,"3359955042813","Property","2013.16","09/06/2023"
"6417928770183","4487169497384","Vehicle","27747.19","11/06/2023"
"4261322847901","4487943762491","Bodily Injury","3426.25","11/06/2023"
"6883309604007","6232960407171","Bodily Injury","25070.02","10/06/2023"
"1046097781145","1561934859973","Vehicle","38425.40","11/06/2023"
,"2598283497275","Property","23951.95","11/06/2023"
"5541104140292","2287780208397","Property","37004.70","11/06/2023"
"3655324567077","8528897284424","Property","32384.30","11/06/2023"
"2974479879343","3395436382479","Property","32529.58","10/06/2023"
"1602394760391","3842555781349","Vehicle","24706.97","11/06/2023"
"8191706026775","9372187589537","Vehicle","23032.42","10/06/2023"
"7379105378127","8074691935015","Property","26261.21","10/06/2023"
"340751162649","7510151148575","Property","6274.53","09/06/2023"
"2736792148472","1316345847381","Vehicle","14938.64","10/06/2023"
"1118066555779","5086843539660","Bodily Injury","27291.03","11/06/2023"
"1296749574318","8720326091984","Property","36905.97","11/06/2023"
"7272011744813","6699437095517","Property","19606.91","11/06/2023"
"275493180954","9132328336131","Vehicle","15841.15","09/06/2023"
"3452776051909","1033148943617","Bodily Injury","27936.48","10/06/2023"
"6354347643033","6582520167209","Bodily Injury","14440.26","11/06/2023"
"6354145551377","6401464266200","Vehicle","41856.75","10/06/2023"
"5176044957813","1531533498611","Bodily Injury","26094.59","11/06/2023"
"3327789975281","5403753836152","Bodily Injury","17471.74","09/06/2023"
"4696888515277","2714764924587","Vehicle","36184.23","09/06/2023"
"2148747318750","5574315567518","Property","20295.01","10/06/2023"
"7133826941587","1535243131272","Bodily Injury","35721.69","11/06/2023"
"886920345646","7847866880642",,"21411.62","11/06/2023"
"5647495390251","307177320080","Vehicle","39611.03","09/06/2023"
"9284001348836","9465694574287","Vehicle","5835.95","11/06/2023"
"542588447527","8047746196043","Vehicle","20976.00","09/06/2023"
"4616880912097","4433207370536","Bodily Injury","46793.99","11/06/2023"
"7368083478790","2829225181687","Vehicle","31129.74","11/06/2023"
"7403982729043","2534889521186","Vehicle","38939.19","10/06/2023"
"2484126500777","3216548043522",,"6661.88","11/06/2023"
"8287179855715","8881343696119","Vehicle","7216.96","10/06/2023"
"2974622470678","4846012685677","Bodily Injury","48718.35","10/06/2023"
"7624916669548","2193280007638","Incorrecto","12652.80","11/06/2023"
"8846209662050","7946318780717","Property","39713.86","10/06/2023"
"5741954214960","1767102700290","Property","45472.58","09/06/2023"
"7741608363406","3262361198667","Vehicle","49454.03","10/06/2023"
"6374839078091","7554721526112",,"34039.64","10/06/2023"
"1849348405980","3506704534837","Bodily Injury","41970.65","11/06/2023"
"7537563524456","8596820492623","Vehicle","48234.38","10/06/2023"
"5262773025226","5340584430628","Bodily Injury","6326.76","09/06/2023"
"8037079433793","9534185695586","Vehicle","49981.70","10/06/2023"
"1339442741715","1794521032534","Vehicle","42062.69","09/06/2023"
"9498115769043","6109440090412","Vehicle","41255.43","11/06/2023"
"6438790249151","1810771266162","Vehicle","6538.94","10/06/2023"
"4256522743947","7765566954338","Vehicle","44012.98","11/06/2023"
"2628988165438","1665616192378","Bodily Injury","40267.46","09/06/2023"
"7840435264833","5685900786158","Property","49181.39",
"6153853343971","4642618455209","Property","9463.90","09/06/2023"
"5743370555742","9627528459390","Bodily Injury","40078.95","09/06/2023"
"6829973706153","2433740831124","Vehicle","35597.95","11/06/2023"
"482183975175","9967596535941","Vehicle","17998.90","10/06/2023"
"8433364742248","8280991575154","Vehicle","37678.11","11/06/2023"
"1442034469039","990736167674","Property",,"09/06/2023"
"1382140508189","4398966677460","Property","47340.17","10/06/2023"
"9422784701823","9217943575745","Bodily Injury","46799.79","09/06/2023"
,"6700795990734","Vehicle","43363.54","10/06/2023"
"612265223483","1468483050441","Vehicle","46198.96","09/06/2023"
"6710002597404","6008534859962","Bodily Injury","20895.69","11/06/2023"
"5638859805915","1167613595432","Bodily Injury","38640.88","09/06/2023"
"2671545661888","4691853344105","Vehicle","8987.92","10/06/2023"
"1355340070765","5173445662367","Property","23088.05","11/06/2023"
"3393874826070","7314403437565","Property","13125.71","09/06/2023"
,"3456008321242","Vehicle","49727.02","09/06/2023"
"5860566421333","709842938935","Vehicle","7073.61","10/06/2023"
"2041211574884","8880068048060","Vehicle","49546.59","09/06/2023"
"7622709198695","9440325222421","Bodily Injury","3435.08","11/06/2023"
"3177334585159","5249631101583","Property","45333.37","10/06/2023"
"5807751366692","6789246464546","Bodily Injury","32798.70","09/06/2023"
"3958105819675","7107833033322","Bodily Injury","21572.42","11/06/2023"
"9449591734358","2983373722556","Property","39124.12","10/06/2023"
"8284123309936","4042537485046","Vehicle","15157.72","10/06/2023"
"3338847864036","4596704715950",,"35022.39","09/06/2023"
"3163653222453","7904235459708","Vehicle","49661.16","09/06/2023"
"4032659780354","2420226508052","Vehicle","47730.81","11/06/2023"
"3447909314127","4241936094203","Property","32480.38","11/06/2023"
"3127281707105","254330032236","Property","11031.10","10/06/2023"
"3197934927296","5011686703414",,"22269.04","09/06/2023"
,"6437577918146","Property","24541.43","11/06/2023"
"5961459705434","3790968103300","Bodily Injury","8730.41","09/06/2023"
"4512195173557","3053075014812","Bodily Injury","16315.14","11/06/2023"
"9026276522372","4191059748887","Property",,"11/06/2023"
"7906172167039","3621059589529","Vehicle","49248.02",
"3004613285440","2514873042713","Bodily Injury","12370.22","11/06/2023"
"4956497264710","5102789072975",,"13346.57","11/06/2023"
,"2821642707784","Vehicle","47343.84","11/06/2023"
"2915447008741","2636109195189","Vehicle","25229.39","09/06/2023"
"9177346755950","1547986887385","Vehicle",,"10/06/2023"
"1835360189074","9569991849527","Bodily Injury","12018.32","10/06/2023"
"7261328735389","2811750828112","Property","39934.45","a0da7f4b-4328-4569-a9fb-a055b0cec95c"
"8457036151229","8740526179255","Property","34653.44","11/06/2023"
"9288639883335","8040881465672","Bodily Injury","17675.44","11/06/2023"
"3521972806718","7427140380529",,"5429.28","11/06/2023"
"1184944421948","7447752565955","Property","24233.61","09/06/2023"
"9608357028367","1763426110989","Vehicle","33925.34","09/06/2023"
"8927094090003","644997151947","Vehicle","44097.06","10/06/2023"
"8349642813785","1490056135230","Vehicle","15084.45","11/06/2023"
"8071606485372","8436843108672","Bodily Injury","43693.35","10/06/2023"
"5159622269410","3265429539033","Bodily Injury","36736.31","09/06/2023"
"472515119004","733184383245","Vehicle","40561.99","11/06/2023"
,"1998682194187","Bodily Injury","19384.83","09/06/2023"
"1046487482818","5053396930104","Vehicle","43626.40","10/06/2023"
"7537173914170","8937409330449","Vehicle","6988.61",
"3716175878759","2212631767620","Vehicle","8370.29","09/06/2023"
"4207888257085","7719757716113","Property","48681.65","11/06/2023"
"7140478207841","8649609832173","Vehicle","45666.26","11/06/2023"
"7671225051616","2352740056989","Bodily Injury","18299.64","10/06/2023"
"1238149035524","9953286812314","Bodily Injury","24625.95","09/06/2023"
"8737883780454","7281039036374","Property","23632.27","10/06/2023"
"4166441083907","9749182299631","incorrect","31483.68","11/06/2023"
,"8519246501183","Bodily Injury","39302.34","09/06/2023"
"7341891337508","4829553934564","Vehicle","37525.37","09/06/2023"
"4170262330638","9446363405377","Bodily Injury","25617.77","10/06/2023"
"2670843138463","2419696050774","Property","6506.01","10/06/2023"
"7759329851828","2096676318132","Property","11074.39","10/06/2023"
"3214659364632","7007742935139","Property","47334.80","11/06/2023"
"8434694898487","3865971410312","Vehicle","14130.36","11/06/2023"
"1419570545387","6746964585865","Vehicle","22444.53","10/06/2023"
"7220287041672","8571147868946","Vehicle","33242.96","11/06/2023"
"2805741752634","9575576364027","Vehicle","1849.26","09/06/2023"
"1329304851816","702376492797","Property","6479.77","09/06/2023"
"4339102875529","5646458368531","Bodily Injury","42023.68","09/06/2023"
"825942521454","9843968568908","Vehicle","12242.91","10/06/2023"
,"7065258472885","Bodily Injury","42867.13","11/06/2023"
"1741517002032","1045681019033","Vehicle","44835.32","10/06/2023"
"8636732095948","5487256207907","Property","27485.31","09/06/2023"
"210311504166","6571462114738","Property","27270.04","10/06/2023"
"3703747377194","8520904167635","Vehicle",,"10/06/2023"
"190276899544","8141217431764","Vehicle","20250.53","10/06/2023"
"1576230100754","8051299889000","Bodily Injury","34026.12","11/06/2023"
"9090628202014","7539079872574","Bodily Injury","46271.93","10/06/2023"
"4598414670386","5995602506712",,"5063.42","09/06/2023"
"1710071361363","1906251228629","Vehicle","46473.69","11/06/2023"
"3945031364702","9085078076626","Property","20395.06","11/06/2023"
"328250687473","951898867219","Vehicle","5643.21","11/06/2023"
"8000603341063","1761644140024","Property","30278.10","09/06/2023"
"4937309719445","1205948152308","Vehicle","8294.43","10/06/2023"
"6636087744224","884140249916","Vehicle","39998.05","09/06/2023"
"516247546602","1673233987587","Bodily Injury","13722.84","09/06/2023"
"6073025889683","3609845660770","Bodily Injury","1036.36","10/06/2023"
"1901791623992","7151046578341",,"39860.64","09/06/2023"
"1355399712715","3149452448620","Property","38889.85","09/06/2023"
"5931586701376","600711402159","Property","25456.29","11/06/2023"
"5423155098518","1633399388491","Bodily Injury","48839.78","11/06/2023"
"7006747105460","6616629344824","Property","29400.38","11/06/2023"
"1781967258474","1363892749062","Property","4428.65","10/06/2023"
"4473568343666","9889250676540","Vehicle","27269.58","10/06/2023"
"4934048909558","7385671311023","Vehicle","49091.20","10/06/2023"
"3759395740494","3207265682142","Bodily Injury","1990.28","09/06/2023"
"2859036108488","3718952678665","Bodily Injury","22021.15","11/06/2023"
"7158070982562","8043382093254","Vehicle","35694.00",
"9226425094650","8799498825949","Bodily Injury","41035.98","09/06/2023"
"7135134110858","1624516656817","Bodily Injury","13503.57","09/06/2023"
"4857941525148","7406125512534","Bodily Injury","37804.08","09/06/2023"
,"1835429471599","Vehicle",,
"2768376887163","4172413716934","Property","29778.58","10/06/2023"
"9935318422864","3093140859233","Bodily Injury","12819.78","09/06/2023"
"6209027476832","4165352780278","Property","21695.03","09/06/2023"
"3069292387594","1176621205138","Bodily Injury","29297.65","11/06/2023"
"8312388370295","7556539706841","Vehicle","31121.34","09/06/2023"
"153973949530","4681135919370","Incorrecto","13831.51",
"728338285765","7172059899056","Bodily Injury","23387.57","10/06/2023"
"1853703070060","9356479692648","Property","9365.21","10/06/2023"
"6015996992261","7733280082443","Property",,"09/06/2023"
"9015212957990","3570065442258","Vehicle","9581.79","10/06/2023"
"6623723521565","4990687091258","Property","33599.84","09/06/2023"
"3598810559170","6766340812047","Property","41055.39","09/06/2023"
"8492580219783","3251253825250","Property","6400.37","11/06/2023"
"3081122952846","2233649804683","Vehicle","30059.62","10/06/2023"
"4084453577299","4714530017650","Vehicle","22465.97","10/06/2023"
,"3292533400609","Vehicle","14314.22","11/06/2023"
"4112906013280","6805945554712","Vehicle","3660.57","10/06/2023"
"2931193955939","4460201256724","Vehicle","10863.09","09/06/2023"
"1365374780035","4152247701591","Vehicle","21086.68","11/06/2023"
"1849122869338","1887500985001","Property","41785.71",
"4309723024595","4784138410882","Bodily Injury","30382.15","09/06/2023"
"6706688116418","7973215754549","Bodily Injury","34554.44","10/06/2023"
"4781985107153","9815174291345","Bodily Injury","13874.87","09/06/2023"
"5293628469011","183884816222","Vehicle","43096.08","10/06/2023"
"574044619126","7769478204505",,"40223.38","09/06/2023"
"6259852323276","2258648676660","Bodily Injury","39882.44","11/06/2023"
"4599236281344","4816866775427","Property","29768.12","11/06/2023"
"3766545198914","6547276495188","Bodily Injury","9142.15","10/06/2023"
"353047088586","9118876624724",,"24403.34","09/06/2023"
"2896025871626","2638202191783","Property","21953.71","10/06/2023"
"2992260404554","7897207852370","Vehicle","35838.71","10/06/2023"
"6014346944346","6523271754151","Bodily Injury","34145.68","09/06/2023"
"364398716396","7646974261603","Bodily Injury","438.55","09/06/2023"
"3115281771731","3327731856769","Incorrect","13952.50","11/06/2023"
"4410168361628","8755698179801","Property","35340.37","11/06/2023"
"1819475968521","1132287884142","Bodily Injury","49693.77","10/06/2023"
"2644277394757","4783521949176","Property","8466.05","10/06/2023"
"6377461058920","1152510532542","Vehicle","13490.67",
"5875686731328","9164135206626","Bodily Injury","32346.17","11/06/2023"
,"4475117094328","Bodily Injury","40599.91","11/06/2023"
,"916194873459","Vehicle","22202.44","09/06/2023"
"6916240531851","6578647094438","Bodily Injury","45392.12","10/06/2023"
"3492577291348","4528729689861","Bodily Injury","10617.58","10/06/2023"
"6855406632409","9135255009491","Bodily Injury","27490.31","10/06/2023"
,"5379877250029","Vehicle","49856.94","11/06/2023"
"5156284467668","2146018906491",,"30938.12","09/06/2023"
"4454532579607","4756769372634",,"8723.01","09/06/2023"
"3987918702210","1153784272848","Property","4238.74","11/06/2023"
"1022595757146","6712937146080","Bodily Injury","28392.04","10/06/2023"
"4881387682961","5079578499280","Bodily Injury","41197.05","09/06/2023"
"2626788442188","8517594362129","Bodily Injury","41405.90","11/06/2023"
"4748312211242","9060652752897","Bodily Injury","28683.01","11/06/2023"
"7758000753584","8510446868660",,"33784.03","10/06/2023"
"1932844058292","8643807046489","Vehicle","31697.53","10/06/2023"
"2976205435816","4785962435860","Vehicle","40251.32","09/06/2023"
"217572476929","8703929689025","Property","46434.08","10/06/2023"
"7231033491914","9999988201225","Property","15524.31","11/06/2023"
"3086393508395","2276960433864","Property","392.27",
"4703681414557","3882355905044","Bodily Injury","35343.88","09/06/2023"
"9196502786599","8725854704057","Vehicle","10568.77","09/06/2023"
"8699221867808","3763698884410","Vehicle","38899.64","09/06/2023"
"6307315309101","6105215487687","Bodily Injury","5460.92","11/06/2023"
"2509568714322","559327294248","Bodily Injury","37531.09","09/06/2023"
"9929443574847","4848550548640","Property","41996.45","11/06/2023"
"5614468981635","6503028126177",,"49180.36","11/06/2023"
"6843782290735","2077063425241","Bodily Injury","1403.90","11/06/2023"
"7174832393568","4211356804049",,"18974.20","10/06/2023"
"2787699595893","1236811651352","Vehicle","34893.22","10/06/2023"
"2446388785879","2663745002709","Property","45260.93","09/06/2023"
"3450226872984","1531247902073","Vehicle",,"11/06/2023"
"6063221188759","5630748852744","Property","21453.55","11/06/2023"
"3324614996811","9884277921899","Bodily Injury","26425.08","09/06/2023"
"2627716477998","6088233359746","Property","17987.36","10/06/2023"
"7742891771004","7341023670576","Bodily Injury","908.96","10/06/2023"
"3034944036871","9744809848610","Bodily Injury","43750.96","11/06/2023"
"9132813236789","3174715793214","Property","20270.92","11/06/2023"
"5875686731328","4664120803262","Bodily Injury","11308.53","11/06/2023"
"7055472402231","7472318643388","Vehicle","18726.65","11/06/2023"
"1352717182416","4087607005334","Property","20754.11","11/06/2023"
"807588669568","9737971255242",,"11428.16","10/06/2023"
"264115340885","1587499926759","Property","18177.02","11/06/2023"
"6303556912200","811870477082","Vehicle","32624.78","10/06/2023"
"9770644600585","6694329501202","Property","14653.58","11/06/2023"
"8981230516005","4277169457626",,"37087.04","10/06/2023"
"2432866805630","709022242509","Bodily Injury","26231.95","09/06/2023"
"1396692318155","5905870840355","Property","21044.76","10/06/2023"
"5359156924729","9317163070756","Property","12822.88","09/06/2023"
"963440360605","3776284009532","Property","37198.77","09/06/2023"
"8490618740064","2343665202930","Bodily Injury","25259.65","11/06/2023"
"4394031709445","149912546363","Vehicle","40782.01","10/06/2023"
"9913735340343","6153332570136","Bodily Injury","14120.34","11/06/2023"
"6582241556641","2227327291923","Vehicle","44417.78","09/06/2023"
"2345204253140","2397204209230","Property","29480.76","11/06/2023"
"6781984590408","9163026774410","Property","26778.05","09/06/2023"
"2712023755708","1680207351547","Bodily Injury","47691.73","09/06/2023"
"500594087518","8763122159295","Vehicle","49688.75","09/06/2023"
"2053426066808","4746602441643","Vehicle","36379.49","10/06/2023"
"8210541723332","4888872372331","Property","42779.97","09/06/2023"
"6740159146268","6133631528753","Property","29825.78","09/06/2023"
,"7061064959628","Property","36671.42","10/06/2023"
"1649777095718","1950465218126","Vehicle","27807.59","11/06/2023"
"8030117218523","8400983973675","Property","17782.81","10/06/2023"
"4899331377482","4620851911695","Vehicle","33421.60","10/06/2023"
"9829406588148","4603508191670","Bodily Injury","0d60a829-62c2-4018-a424-3c86c5931d3b",
,"1136270547508",,"49133.47",
"9375416369244","5152164510969","Vehicle","14861.98","10/06/2023"
,"5644117873013","Property","17394.20","10/06/2023"
"5334181285281","6197950724781","Vehicle","43650.96","10/06/2023"
"2290869873462","9500631277719","Vehicle","6680.37",
"2398950718205","8733133883656","Bodily Injury","32861.72","09/06/2023"
"331365672158","5567954695917","Bodily Injury","31985.18","09/06/2023"
"3186582614606","7072735391828","Property","11275.12","11/06/2023"
"2314059087888","4990049498327","Vehicle","250.34","11/06/2023"
,"9245938662873","Property","14068.80","11/06/2023"
"670253880070","9361039655176","Property",,"10/06/2023"
"6726735066292","5412483290678","Property","21584.07","10/06/2023"
,"3420293880118","Vehicle","10928.53","10/06/2023"
"4109937066252","9501783953772",,"12929.35","10/06/2023"
"1929266162479","743764684455","Property","33015.78","10/06/2023"
"8721557974363","3553818360515",,"5327.23","11/06/2023"
"4018304593347","9308815750239","Bodily Injury","23102.14","11/06/2023"
"5648765410427","1247833866616","Property","13396.77","10/06/2023"
"979390938878","6508991522888","Bodily Injury","32288.54","10/06/2023"
"9006979374364","7973223001552","Bodily Injury","27872.44","10/06/2023"
"7625204638988","3521587381388","Property","27799.50","11/06/2023"
"6113312069670","3345540388766","Vehicle","1895.57","10/06/2023"
"9428935787972","6980646863856","Property","31063.80","11/06/2023"
"8877844584715","5587344161352","Vehicle","15014.45","09/06/2023"
"1914580668371","2167170559740","Vehicle","42489.41","10/06/2023"
"5285330306619","2829878006986","Property","16045.68","11/06/2023"
"9409063393048","5299600886650","Property","3703.69","10/06/2023"
"1071905432770","3514342935886","Vehicle","36576.55","09/06/2023"
"7609767316951","6056047217653","Property","26961.75","10/06/2023"
"7312894258551","5239814249909","Bodily Injury","38779.24","11/06/2023"
"4809408543288","3548479319243","Bodily Injury","36000.01","10/06/2023"
"720434207505","8770558096217","Bodily Injury","35328.23","10/06/2023"
"2795493696871","9692495910142","Bodily Injury","37649.95","09/06/2023"
"5652893739329","9769878437559","Property","42498.59","09/06/2023"
"4160524648309","8982985635663","Vehicle","35268.54","09/06/2023"
"8081132187264","682859599542","Vehicle","30878.68","11/06/2023"
"663387337841","1102599725387","Property","29764.72","10/06/2023"
"9639886219311","827238923978","Property","12563.23","11/06/2023"
"8874091082589","4795773847376","Property","6586.46","09/06/2023"
"4748656773755","5872651949081","Property","24554.97","09/06/2023"
"5295478546333","2087056465997","Vehicle","18287.36","09/06/2023"
"2950152236512","1628078687881","Vehicle","13519.41","09/06/2023"
"2261414366706","6682723166481","Bodily Injury","5209.21","09/06/2023"
"3286666428473","857459072402",,"13039.47","09/06/2023"
"6486448308236","1976134614496","Property","13351.20","09/06/2023"
"4900240125491","5494250638208","Bodily Injury","21909.94","11/06/2023"
"9813363166508","5112727091467","Vehicle","48173.09","10/06/2023"
"3372754310080","285050188021","Bodily Injury","27487.43","10/06/2023"
"4635390742627","7258048687796","Bodily Injury","1268.64",
"3527880187776","8930908101655","Vehicle","280.10","11/06/2023"
"955330125222","7219886735065",,"20044.51","09/06/2023"
"5595935488870","7836737242276","Vehicle","49161.49","11/06/2023"
"1380627318707","9657881243581","Bodily Injury","12470.29","10/06/2023"
"5087192336374","1935255085367","Vehicle","33773.26","09/06/2023"
"5140693446100","9436128526120","Property","15498.10","11/06/2023"
"3759395740494","3286208489506","Vehicle","10999.40","10/06/2023"
"9834141226204","8881722612152","Vehicle","24419.43","10/06/2023"
"3284929308267","9775174122797","Bodily Injury","8060.93","10/06/2023"
"9734776263626","1292217013123","Property","38676.38","10/06/2023"
"3400281131942","7768437312399","Vehicle","12062.02","09/06/2023"
"1949532598172","3349116594388","Vehicle","36899.78","11/06/2023"
"4978989306596","2021658680860","Property","25629.90",
"2252524974737","2428751588812","Vehicle","14360.72","11/06/2023"
"1940345091837","9418093671191","Bodily Injury","3661.29","11/06/2023"
"6625986161735","1427916670249","Bodily Injury","33269.50","09/06/2023"
"6725431843345","8672305138356","Property",,"11/06/2023"
"5659573578825","9392781693755","Property","39327.69","09/06/2023"
"2856383766065","2684798928870","Vehicle","36973.03","11/06/2023"
"8000074595379","7274554711760","Bodily Injury","17695.05","10/06/2023"
"7246257470267","7357414642305","Vehicle","4854.32","10/06/2023"
"8584911584402","8985645303664","Bodily Injury","4084.70","10/06/2023"
"1938350461517","8354246476489","Vehicle","6349.48","09/06/2023"
"1239058122472","4632419542071","Vehicle","5489.58","11/06/2023"
"1100861375151","7874181699544","Property","20074.18","11/06/2023"
"3887656470652","4385508677641","Bodily Injury","6043.30","09/06/2023"
"6217234408596","4651819987922","Vehicle","48876.73","11/06/2023"
"7393093366035","2220149967943","Bodily Injury","19112.72","10/06/2023"
"757193821990","8475060746492","Vehicle","18255.48","11/06/2023"
"4917017595293","1789519699330","Bodily Injury","36447.32","09/06/2023"
"3909645345240","3675893794140","Property","12074.83","11/06/2023"
"9115339974093","8331421508600","Vehicle","46194.84","11/06/2023"
"5167450625721","4199209840637","Property","30226.27","09/06/2023"
"7279366188668","4594654223501",,"16378.45","11/06/2023"
"8922546090197","8111056685442","Bodily Injury","8291.83","09/06/2023"
"3930226827999","5622952097569",,"42917.53","10/06/2023"
"2608205337318","1225385393469","Vehicle","29021.99","09/06/2023"
"8611077765790","8948970202363","Bodily Injury","37264.54","11/06/2023"
"7391439307552","2266682859925","Vehicle",,"09/06/2023"
"8613331030613","3211947640324","Property","11463.09","10/06/2023"
"2831018157004","4346390426215","Property","12863.77","09/06/2023"
"2779765251248","7560668324787","Property","22374.11","11/06/2023"
"6221096421174","5722508667641","Vehicle","30212.69","09/06/2023"
"1049247262506","9934384008508","Property","5364.41","10/06/2023"
"9002093816510","6690687509355","Vehicle","41213.74","09/06/2023"
"4209517448907","9370284958311","Vehicle","42918.01","09/06/2023"
"3788222131419","1942524930885",,"21969.85","09/06/2023"
"2109531899352","9314011008240","Property","5930.91",
"2024083737820","8035751849131","Bodily Injury","22037.30","09/06/2023"
"1110468172392","550392178381","Bodily Injury","37463.18",
,"3400422178899","Property","15215.28","11/06/2023"
"4215183215895","3966880317144","Bodily Injury","31902.95","10/06/2023"
"1667942886807","1234331021152","Vehicle","29063.76","11/06/2023"
"5644045618739","8554616469461","Bodily Injury","24610.84","09/06/2023"
"8940075142981","8519246501183","Vehicle","49947.39","09/06/2023"
"2388664214700","8416776891728","Vehicle","26924.55","10/06/2023"
"3423280071937","4336113194845","Bodily Injury","48336.48","09/06/2023"
"7281865290118","8107243518303","Vehicle","27152.34","10/06/2023"
"4096995560283","5331911841076",,"33862.02","09/06/2023"
"9837256033275","1203482192478","Property","37798.24","11/06/2023"
"9849197098480","7070056451987","Property","46303.60","09/06/2023"
"8606164722144","8073269502101","Bodily Injury","12789.14","09/06/2023"
"1320127353825","8515327445594","Bodily Injury","31189.08","11/06/2023"
"789546630236","1515609936588","Property","31701.42","09/06/2023"
"1296749574318","3649962402656","Property","13647.85","09/06/2023"
"3728683367966","350514499105","Property","18311.24","10/06/2023"
"1681775432450","6109372932680","Property","32929.33","09/06/2023"
"7058376953420","6924582297200","Property","21136.85",
"2879176288105","9214286958264",,"23093.11","09/06/2023"
"9142140933276","4117326670846","Property","47156.20","09/06/2023"
,"9170007691429","Bodily Injury","30571.86","10/06/2023"
"9370127669106","8979365379225","Property","43127.38","11/06/2023"
"8163765651150","2972901803761","Property","37591.25","10/06/2023"
"3150610852743","5829128690570","Vehicle","19534.95",
"9383330298002","5017185414456","Vehicle","13228.41","10/06/2023"
"7179911681701","4217816784697","Vehicle","16098.54","09/06/2023"
"3421820722626","7341922292114","Incorrecto","4297.28","11/06/2023"
"4427127642424","2219749335016","Vehicle","15496.21",
"7016326177600","2954486855084",,"7318.78","10/06/2023"
"3673818316079","5703528116763","Property","38460.15","11/06/2023"
"9721647936708","320024371425","Bodily Injury","41918.71","09/06/2023"
"5807802074364","3412571158743","Property","32555.98","10/06/2023"
"6128384506715","8463271041619","Vehicle","35281.00","10/06/2023"
"4944195080657","109803261239","Property","8999.83","10/06/2023"
,"9346856901783","Bodily Injury","30347.11","11/06/2023"
"7950460167162","8212119957614","Vehicle","11451.96","10/06/2023"
"3232353068257","4693995872763","Bodily Injury","1484.52","11/06/2023"
"5433972103729","4734273447940","Property","44150.21","09/06/2023"
"5422706446030","5665223866561",,"10490.28","10/06/2023"
"7626056699497","5851159604903","Vehicle","29814.77","10/06/2023"
"9608455937084","1334509550249","Vehicle","11367.34","11/06/2023"
"2477832096807","9533917752262","Property","1179.94","10/06/2023"
"4908180214842","8549288296841","Vehicle","11271.48","10/06/2023"
,"4883027288879","Property","47408.84","10/06/2023"
"1513613751762","4363952096356","Incorrecto","33855.74","10/06/2023"
"4839518189643","8184387764568","Vehicle","21700.80","11/06/2023"
"2097296875021","7463019726583","Property","11033.08","10/06/2023"
"8073425494830","3628934902595","Property","22991.62","09/06/2023"
"4396305804884","7586489029180","Bodily Injury","12789.58","11/06/2023"
,"5169809653718","Vehicle","33389.18","10/06/2023"
,"450537054302","Vehicle","28135.75","10/06/2023"
"8801839269348","5776482891210","Property","6937.03","09/06/2023"
"6060143787342","6515415271290","Property","21457.34",
"1642304810478","4707436630850","Property","16245.32","11/06/2023"
"7889663140233","6344401167403",,"31993.14","09/06/2023"
,"6302367903579","Vehicle","6141.78","11/06/2023"
"5932106646632","7940771597708","Property","17497.52","10/06/2023"
"5050573097838","5043243161588","Vehicle",,"09/06/2023"
"1571626173712","8767184443252","Vehicle","32981.14","11/06/2023"
"6303808655582","8355139331594","Property","22099.08",
"5150480737519","8104401196590","Bodily Injury","27422.38","09/06/2023"
"3205526008519","2781882592705","Vehicle","21352.77","11/06/2023"
"5376561902207","5293681257792","Bodily Injury","6610.62","11/06/2023"
"3297288337363","8193781926441","Bodily Injury","473.59","09/06/2023"
"282671069341","3884176873923","Bodily Injury","15455.30","10/06/2023"
"1815679471252","2010910225117","Bodily Injury","44563.22","11/06/2023"
"4017937041664","6739090424845","Property","15005.64","10/06/2023"
"6011155197000","6244513980063","Bodily Injury","3922.66","11/06/2023"
"3576260889899","5074438318604","Bodily Injury","40749.97","09/06/2023"
"3687160578208","5679215691012","Bodily Injury","27742.91","09/06/2023"
"8700143480973","5844823598509","Property","1778.73","09/06/2023"
"3653692106764","3792330614581","Bodily Injury","40665.08","11/06/2023"
,"2612453000251","Vehicle","20241.92","09/06/2023"
"9104621681006","8553103145730","Vehicle","42604.74",
"3092317197126","7713398276204","Property","34699.62","11/06/2023"
,"1308453895298","Property","39332.19","10/06/2023"
"8856822834240","2024847455216","Property","43692.79","10/06/2023"
"8252413081377","8494706241838","Property","40558.01","11/06/2023"
"4820363279122","329789014333","Bodily Injury","22057.40","11/06/2023"
"7483615613562","872039902811","Vehicle",,"09/06/2023"
